sample_id,video_id,clip_id,text,label_class,label_int,label_intensity,sequence_length,text_missing,face_detection_rate,decoded_audio_duration_sec,decoded_video_duration_sec,source_path
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",Positive,2,2.0,17,False,0.6923076923076923,5.074875,5.233333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",Positive,2,0.3333333432674408,17,False,0.5652173913043478,4.532375,4.566666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",Positive,2,0.3333333432674408,25,False,0.0,5.391875,5.5,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",Neutral,1,0.0,18,False,0.9620253164556962,7.73225,7.866666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,going to get married or are already married,Neutral,1,0.0,8,False,0.0,2.7633125,2.7944666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",Negative,0,-0.3333333432674408,16,False,0.3541666666666667,5.9134375,6.005988888888888,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,""" So I think it's important to discuss finances",Positive,2,0.3333333432674408,9,False,1.0,3.43975,3.5035000000000003,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,"But the hardest thing in life to learn, is to lose",Positive,2,0.6666666865348816,11,False,0.08333333333333333,4.643875,4.766666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",Negative,0,-0.3333333432674408,24,False,0.13043478260869565,6.710625,6.866666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",Negative,0,-2.0,19,False,0.03529411764705882,8.397875,8.533333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,"I have lost at everything you can imagine, seriously",Neutral,1,0.0,9,False,0.022727272727272728,4.2469375,4.3999999999999995,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",Positive,2,1.0,28,False,0.1,6.8385625,6.933333333333334,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,But I just kept going,Neutral,1,0.0,5,False,0.0,2.3148125,2.4666666666666663,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,""" And I said, ""Oh, make a profit, and all these other things",Positive,2,1.3333333730697632,13,False,0.696969696969697,3.18425,3.2666666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",Neutral,1,0.0,49,False,0.447098976109215,29.1098125,29.26666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",Negative,0,-0.6666666865348816,25,False,0.5227272727272727,13.0445625,13.166666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",Neutral,1,0.0,19,False,0.45535714285714285,11.2425625,11.2,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4
